heart_rate,accel_mag,accel_x,accel_y,accel_z,hrv,mov_trend,fatigue
119,1.327,-0.802,1.624,0.238,32.474,1.487,0
99,2.369,-0.15,0.024,-1.089,32.158,1.425,0
167,0.421,-0.054,0.685,0.083,34.737,1.428,1
132,2.019,1.57,-2.492,1.527,36.105,1.334,0
133,1.563,1.974,0.359,1.004,34.053,1.295,0
161,0.645,0.372,0.316,-0.238,33.053,1.33,1
75,2.111,-0.563,-1.734,-0.61,36.947,1.403,0
176,0.349,-0.203,0.083,-0.031,41.947,1.218,1
131,1.515,0.008,-0.236,-0.473,43.053,1.3,0
90,2.74,-1.773,-0.09,0.018,44.158,1.371,0
167,0.7,0.209,-0.407,0.301,48.0,1.253,0
169,0.342,0.002,-0.021,-0.09,44.895,1.216,1
126,1.74,-0.042,1.349,-0.198,43.105,1.29,0
96,1.874,-1.821,-0.862,-0.255,42.842,1.256,0
179,0.328,0.042,0.398,0.017,45.263,1.131,1
99,1.548,-1.922,0.175,0.24,47.421,1.088,0
173,0.357,-0.187,0.134,0.137,49.316,0.942,1
156,0.591,0.256,0.076,-0.25,45.947,0.964,1
121,1.351,1.138,-0.947,0.713,46.579,0.903,0
160,0.887,-0.692,-0.475,0.032,47.632,0.844,0
126,1.087,-0.844,1.011,-0.192,48.368,0.884,0
88,1.53,-0.661,0.534,0.368,46.789,0.826,0
151,0.765,-0.814,0.41,0.049,48.263,0.899,0
166,0.7,-0.091,-0.359,0.315,49.0,0.823,1
185,0.377,0.123,-0.119,-0.018,48.526,0.645,1
77,1.626,2.212,1.435,0.519,49.684,0.716,0
166,0.599,0.116,-0.002,0.042,49.053,0.75,1
145,0.632,-0.33,-0.015,-0.304,47.789,0.667,1
169,0.88,0.819,-0.425,-0.241,46.895,0.618,1
184,0.209,0.09,0.149,0.06,43.632,0.656,1
139,1.536,-1.068,0.605,-0.654,45.895,0.648,0
144,0.551,0.07,0.566,-0.032,43.895,0.73,0
151,0.695,0.34,-0.297,-0.03,42.684,0.729,0
149,0.868,0.415,-0.038,0.159,38.421,0.729,1
159,1.148,0.312,0.232,-0.733,34.737,0.773,0
173,0.177,-0.075,-0.09,0.03,31.579,0.702,1
124,1.142,-1.274,0.803,-0.476,33.263,0.703,0
158,0.48,-0.373,-0.385,-0.347,33.211,0.67,0
129,1.332,-0.62,0.17,-0.32,32.684,0.741,0
187,0.238,0.091,0.334,-0.073,33.947,0.855,1
88,2.026,0.61,-0.773,-0.297,37.158,0.829,0
156,0.85,0.942,-0.032,-0.26,37.421,0.831,1
138,1.258,0.085,-0.587,0.475,37.579,0.939,0
85,1.785,-1.515,0.516,-0.458,39.368,1.078,0
174,0.427,-0.019,-0.439,0.076,38.368,1.105,1
177,0.136,-0.009,-0.035,-0.046,33.842,0.999,1
92,1.624,-1.626,0.635,0.337,37.211,1.065,0
143,0.948,0.445,-0.824,0.479,38.632,1.075,0
146,0.113,-0.049,0.013,-0.006,38.0,1.057,1
130,1.562,-1.217,0.58,-0.433,36.474,1.068,0
162,0.529,0.467,0.545,0.285,37.895,1.175,1
176,0.078,0.008,-0.007,-0.004,38.263,1.124,1
176,0.157,0.08,-0.036,0.007,38.158,1.124,1
159,0.582,-0.14,-0.281,0.093,38.526,1.005,1
76,1.972,-0.772,-0.036,0.263,42.158,1.16,0
175,0.509,-0.296,0.183,0.251,44.789,1.001,1
163,0.985,0.303,-0.538,0.048,43.632,0.992,1
129,1.34,-0.079,-0.638,0.492,43.895,0.952,0
143,1.452,0.773,1.192,0.234,41.579,0.868,0
156,1.097,1.95,0.353,0.239,37.053,0.902,1
192,0.264,-0.066,0.087,0.165,35.368,1.008,1
172,0.176,-0.119,0.07,-0.085,35.474,0.829,1
170,0.319,0.066,0.182,-0.058,32.789,0.771,1
150,0.801,0.76,-0.296,0.233,29.158,0.864,0
149,0.862,-0.192,-0.274,0.095,29.053,0.789,0
151,1.059,0.693,-0.078,0.06,24.684,0.806,1
158,1.131,-0.698,-0.139,-0.204,22.368,0.949,1
172,0.256,-0.411,0.098,0.097,22.947,0.98,1
180,0.249,-0.064,0.194,0.049,22.526,1.013,1
158,0.971,0.372,-0.278,-0.262,22.0,0.817,1
159,0.633,0.146,0.418,0.089,21.316,0.925,1
156,0.475,-0.429,0.01,0.18,21.474,0.875,0
160,0.665,-0.19,-0.157,0.15,20.789,0.817,1
155,1.046,-0.087,0.807,0.558,16.684,0.806,0
124,1.077,-0.489,0.056,0.036,13.105,0.763,0
173,0.269,-0.148,0.067,0.068,15.053,0.756,1
85,1.83,0.975,1.097,0.503,17.895,0.99,0
178,0.202,-0.148,0.044,-0.029,22.053,1.035,1
128,1.361,-1.006,0.278,-0.019,24.0,1.022,0
133,1.137,0.849,-0.389,-0.434,22.368,1.111,0
162,0.822,0.288,-0.584,0.712,22.842,1.04,1
100,1.674,0.125,-0.136,-0.175,26.0,0.997,0
176,0.082,-0.061,0.022,0.025,28.947,0.976,1
182,0.237,-0.155,0.001,-0.073,29.211,1.001,1
185,0.228,-0.134,-0.001,0.007,29.263,1.023,1
159,0.843,0.712,-1.387,0.544,30.263,1.031,0
184,0.216,-0.05,0.068,0.155,30.842,1.055,1
159,0.508,0.226,-0.112,0.202,31.737,1.108,0
176,0.225,-0.328,-0.071,0.048,31.474,1.071,1
159,0.531,-0.173,0.703,-0.168,32.316,1.018,1
131,1.363,1.669,0.817,0.22,33.632,1.127,0
156,0.693,0.923,-0.384,0.316,34.737,0.869,1
95,1.775,0.2,-0.869,0.065,37.684,1.014,0
160,0.844,-0.443,-0.861,0.047,39.474,0.925,1
151,0.831,0.883,0.687,-0.21,37.368,0.88,1
156,0.347,0.196,-0.03,-0.226,33.0,0.858,0
181,0.293,0.588,0.127,0.058,29.421,0.712,1
124,1.129,1.029,-0.405,0.261,29.789,0.806,0
137,1.468,0.566,-1.37,-0.366,30.211,0.905,0
183,0.231,-0.035,0.047,0.045,31.105,0.962,1
116,1.124,-0.087,0.477,-0.331,31.368,0.969,0
158,0.786,-0.366,0.459,0.415,29.579,1.039,1
170,0.705,-0.012,0.355,-0.09,29.895,1.07,1
151,1.8,0.517,0.588,0.805,30.737,1.3,0
139,1.23,0.885,-0.385,0.482,30.0,1.438,0
120,1.077,-0.357,0.41,-0.226,29.684,1.273,0
140,1.274,0.585,-0.073,-0.303,29.421,1.474,0
115,1.976,1.462,0.912,-0.391,29.842,1.293,0
127,1.531,-0.162,0.504,0.078,29.579,1.414,0
181,0.254,-0.113,-0.017,-0.082,30.947,1.4,1
177,0.062,0.057,-0.051,-0.011,29.842,1.437,1
173,0.305,0.108,-0.042,0.14,26.842,1.658,1
153,0.653,-0.138,-0.431,0.154,24.474,1.438,0
115,1.333,1.504,0.888,0.484,26.0,1.27,0
169,0.154,-0.05,-0.07,0.058,28.579,1.263,1
135,1.153,-0.509,-0.266,0.259,29.053,1.234,0
97,1.856,-0.17,0.003,-0.025,28.053,1.265,0
158,0.684,0.511,-0.618,0.13,30.579,1.243,0
130,1.411,1.596,-0.07,0.279,29.632,1.074,0
169,0.455,0.243,-0.172,0.023,28.158,0.97,0
145,0.582,0.634,-0.039,0.16,27.211,0.954,0
134,1.257,0.006,0.587,-0.152,27.158,0.916,0
138,0.809,0.03,-0.397,-0.22,26.368,0.827,0
147,0.569,0.672,0.262,0.142,26.211,0.73,1
79,1.403,0.381,-0.403,-0.852,28.789,0.833,0
164,0.542,0.423,0.048,-0.107,32.211,0.881,1
112,0.807,0.509,0.93,-0.07,33.632,0.914,0
159,0.762,0.199,-0.171,-0.111,35.474,0.952,1
115,1.081,-0.331,-0.234,0.074,34.947,0.943,0
157,0.635,-0.165,-0.521,0.034,36.947,0.982,1
171,0.15,0.102,-0.065,-0.019,37.474,0.91,1
78,1.651,1.006,0.479,-0.754,41.316,0.833,0
155,0.917,-0.516,-0.045,0.045,43.368,0.849,1
169,0.719,0.302,-0.17,0.146,41.263,0.825,0
127,1.015,-0.412,1.092,0.342,41.684,0.91,0
140,1.736,0.372,0.345,0.931,40.368,1.027,0
117,0.709,0.564,-0.428,-0.152,38.368,0.988,0
99,2.102,1.146,1.109,-0.604,37.842,1.184,0
84,1.906,0.359,2.17,-0.218,36.579,1.399,0
176,0.338,0.483,-0.007,-0.112,40.158,1.188,1
147,1.082,0.115,-0.343,-0.279,41.105,1.186,0
167,0.897,0.21,0.084,-0.252,41.947,1.149,0
76,1.953,0.141,-1.183,0.242,46.263,1.226,0
182,0.305,-0.061,0.187,-0.033,48.263,1.192,1
124,1.035,-0.489,0.079,-0.047,46.842,1.179,0
138,1.536,1.542,-0.193,0.245,44.842,1.377,0
179,0.203,-0.225,0.126,0.011,44.526,1.285,1
82,2.551,0.047,-1.308,-0.884,47.316,1.388,0
138,1.34,0.417,-0.115,-0.26,48.053,1.516,0
95,1.999,-0.815,-1.519,0.363,49.579,1.527,0
162,0.643,-0.103,0.265,-0.178,48.211,1.324,1
140,0.675,0.089,-0.825,0.01,45.316,1.375,0
177,0.427,-0.054,0.419,0.004,46.526,1.141,1
157,0.513,0.009,-0.42,0.086,45.368,0.961,0
147,0.715,0.138,0.033,-0.092,45.211,1.053,1
96,2.139,0.566,-1.228,-1.251,46.684,1.085,0
92,1.454,-0.086,-0.114,-0.141,45.947,1.114,0
74,2.035,-0.001,0.076,-0.137,46.105,1.04,0
173,0.21,0.016,-0.05,-0.096,46.474,1.084,1
179,0.16,0.091,-0.078,0.039,45.263,1.005,1
162,0.558,-0.413,0.091,-0.033,45.105,0.873,0
91,1.945,0.435,0.45,0.028,44.053,1.056,0
151,0.628,0.522,-0.335,-0.009,41.632,0.854,0
179,0.227,-0.181,0.283,0.166,40.053,0.766,1
169,0.555,0.112,0.033,-0.416,39.842,0.654,1
172,0.049,0.019,-0.027,0.011,37.842,0.661,1
161,0.948,-0.105,0.649,-0.189,33.316,0.677,1
143,0.953,-0.349,0.521,0.084,31.316,0.775,1
81,1.459,-0.776,-0.466,-0.1,32.316,0.906,0
184,0.144,0.021,0.016,0.001,34.211,0.848,1
166,0.486,-0.348,-0.279,-0.248,34.0,0.698,1
90,1.824,-1.335,-0.166,-0.035,36.053,0.697,0
140,1.389,1.338,0.511,-0.026,37.632,0.657,0
141,0.592,0.578,0.073,0.117,37.158,0.682,1
157,0.75,-0.053,0.175,0.176,35.316,0.753,1
74,1.445,0.167,1.588,0.619,39.474,0.857,0
118,1.109,-0.014,-1.386,0.261,40.842,0.723,0
154,0.605,-0.099,-0.485,0.081,37.526,0.812,0
93,1.767,0.86,0.456,-0.2,40.421,0.982,0
112,1.026,0.682,0.098,0.003,40.526,1.129,0
136,2.204,-0.835,1.085,0.346,38.053,1.359,0
126,1.372,0.565,-0.611,0.046,35.421,1.363,0
168,0.979,-0.086,0.215,-0.155,36.158,1.31,0
187,0.155,0.05,0.062,-0.016,36.632,1.129,1
97,1.824,-0.423,1.045,-0.288,41.211,1.302,0
128,1.173,0.062,0.841,-0.11,42.263,1.542,0
144,1.105,-0.219,-0.872,0.087,42.158,1.436,0
87,1.327,-1.227,-1.166,-0.037,41.895,1.511,0
172,0.298,0.227,0.048,-0.0,40.947,1.438,1
128,1.14,-0.863,0.566,-0.539,42.316,1.402,0
98,1.871,1.868,0.455,0.774,39.895,1.341,0
138,0.808,0.514,0.259,0.15,39.368,1.406,1
174,0.081,-0.068,0.116,0.008,41.211,1.367,1
87,1.602,-1.164,0.365,0.761,44.947,1.205,0
180,0.216,-0.125,-0.107,-0.051,45.474,1.111,1
134,0.996,-0.257,-0.19,0.301,45.579,0.895,0
193,0.263,-0.06,0.016,0.08,46.789,0.808,1
159,0.776,0.378,0.745,0.057,45.368,0.795,0
135,0.962,-0.705,-0.773,0.238,45.632,0.911,0
162,0.918,0.705,-0.534,-0.413,45.789,0.772,1
144,1.347,0.587,-0.751,0.596,46.211,0.753,0
143,1.068,1.07,0.287,0.162,44.053,0.782,0
95,1.546,1.907,1.683,0.281,45.579,0.797,0
94,2.176,0.277,-0.506,0.443,40.895,0.92,0
66,1.471,0.814,1.528,-0.416,40.737,0.919,0
137,1.161,0.311,-0.06,-0.445,43.632,0.857,0
185,0.122,-0.081,0.02,0.004,43.158,0.833,1
89,1.725,-0.979,-0.725,-0.359,43.737,0.954,0
102,2.031,0.65,0.271,-0.265,42.105,0.989,0
124,1.139,-0.274,0.865,-0.017,41.684,1.096,0
179,0.231,-0.055,0.161,-0.17,42.474,1.133,1
86,1.803,-0.476,-1.517,-0.391,45.474,1.335,0
150,0.36,-0.212,0.05,0.075,44.263,1.324,0
124,1.382,-0.982,-0.581,-0.361,40.737,1.28,0
167,0.876,0.763,-0.121,-0.108,40.579,1.362,1
157,1.025,-0.431,0.425,-0.094,38.0,1.321,0
124,1.363,0.166,-0.026,0.132,37.947,1.346,0
183,0.077,0.057,0.023,-0.024,39.789,1.219,1
102,1.707,0.288,-1.531,0.011,42.632,1.044,0
114,0.76,0.023,-0.003,0.092,42.316,0.979,0
159,1.082,1.305,0.077,-0.27,44.632,1.019,0
89,1.531,-0.405,1.421,-0.354,45.789,1.162,0
169,0.241,-0.082,-0.231,-0.102,49.947,0.955,1
77,1.907,-0.051,-1.409,0.778,53.316,0.923,0
97,1.907,1.146,-0.261,0.917,50.632,0.918,0
162,0.691,-0.111,0.178,0.127,51.526,0.987,0
146,0.685,0.499,0.249,0.048,47.316,0.844,1
156,0.412,0.073,-0.855,0.048,47.158,0.866,1
132,1.193,-0.632,-0.587,0.245,47.263,0.836,0
172,0.129,-0.083,0.029,0.041,46.474,0.798,1
123,1.688,0.425,-0.196,0.222,44.158,0.849,0
111,1.698,0.659,-0.983,-0.035,41.421,0.853,0
96,1.893,1.765,-2.29,-0.262,40.842,1.034,0
117,1.149,0.354,-0.483,0.043,39.684,1.03,0
85,1.501,-0.006,1.827,-0.642,40.842,1.123,0
78,1.755,0.635,-0.316,-0.123,39.474,1.172,0
168,0.201,-0.117,0.037,0.039,41.105,0.998,1
63,1.749,-0.595,1.669,0.019,42.368,1.189,0
130,1.377,0.609,0.639,0.345,45.263,1.164,0
163,0.775,-0.622,0.088,-0.39,44.632,1.04,1
133,1.555,0.389,-0.619,-0.331,42.526,1.063,0
128,1.023,0.042,-0.173,0.013,38.579,1.161,0
179,0.284,-0.284,-0.039,0.013,36.421,1.148,1
90,1.216,-0.263,-0.83,-0.631,40.053,1.164,0
177,0.079,-0.002,0.03,-0.044,41.211,1.22,1
128,1.612,-1.273,0.213,-0.119,42.947,1.162,0
134,1.402,-0.469,-0.928,0.351,42.737,1.119,0
169,0.728,-0.323,-0.425,0.249,43.316,0.936,1
162,0.706,-0.489,0.365,0.116,41.579,0.941,1
157,0.65,0.561,-0.37,-0.091,39.263,0.853,0
155,0.752,0.172,0.326,-0.445,38.737,0.768,1
178,0.36,-0.052,0.13,0.058,39.158,0.837,1
175,0.25,0.142,-0.01,0.013,38.211,0.688,1
116,2.178,-0.414,1.292,0.485,39.632,0.753,0
154,0.391,-0.342,0.104,-0.04,41.263,0.78,0
170,0.553,-0.146,-0.512,-0.048,37.368,0.686,1
106,1.973,1.167,-1.073,-0.314,35.211,0.726,0
151,0.45,0.235,-0.087,-0.209,34.053,0.74,0
162,0.378,-0.296,-0.033,-0.064,32.895,0.692,0
150,0.593,0.546,0.016,-0.323,31.947,0.723,0
178,0.28,0.225,-0.174,0.096,33.158,0.652,1
75,1.707,-0.175,1.9,-0.642,35.895,0.68,0
159,0.524,-0.197,0.257,-0.032,35.632,0.716,1
175,0.228,0.116,0.155,-0.063,31.895,0.706,1
93,1.706,-0.369,-0.937,0.371,33.632,0.815,0
130,1.018,-0.236,-0.441,0.231,35.263,0.892,0
69,1.439,-0.202,-0.177,-0.105,36.632,0.958,0
175,0.224,0.114,0.137,-0.079,41.842,1.068,1
164,0.798,-0.379,0.194,0.581,42.158,0.903,0
92,2.084,-0.242,2.062,0.132,45.842,1.058,0
87,1.68,0.493,-1.909,-0.096,44.895,1.238,0
146,1.373,-0.422,-1.149,-0.026,47.842,1.103,0
153,0.719,-0.332,0.415,-0.215,45.105,1.109,1
164,0.676,0.345,-0.591,-0.119,43.684,1.208,0
86,1.836,0.752,-0.98,-0.305,46.947,1.256,0
161,1.018,-0.356,-0.357,-0.145,47.526,1.463,1
160,0.788,0.275,0.128,0.09,45.211,1.349,1
85,1.805,-0.511,-0.266,-0.053,48.579,1.481,0
182,0.279,-0.125,-0.097,0.205,53.053,1.548,1
139,0.961,-0.221,-0.481,-0.034,53.842,1.355,0
177,0.201,0.024,-0.034,-0.042,50.421,1.262,1
130,1.552,-0.892,-1.457,-0.001,48.474,1.17,0
157,0.397,-0.317,0.179,-0.077,49.053,1.185,1
181,0.251,-0.013,-0.027,-0.061,46.0,1.274,1
168,0.836,0.238,-0.152,-0.106,44.737,1.03,1
180,0.257,0.037,0.115,-0.118,42.158,0.859,1
140,1.885,0.204,0.742,0.394,38.684,0.93,0
124,1.087,-0.975,1.0,0.059,38.947,0.938,0
140,1.774,0.459,-0.074,1.143,36.0,0.992,0
89,1.997,-0.402,0.271,0.955,38.421,0.926,0
194,0.193,0.172,-0.169,-0.057,40.842,0.838,1
168,0.24,-0.036,-0.118,-0.015,41.842,0.851,1
153,1.451,0.058,0.231,0.281,42.053,0.768,0
101,2.054,-1.028,2.41,0.938,40.684,0.868,0
102,1.985,0.395,0.643,1.074,36.789,0.968,0
144,1.422,-0.248,2.047,0.354,38.947,1.094,0
178,0.274,-0.015,-0.069,-0.012,36.789,1.007,1
179,0.263,-0.129,-0.266,0.008,31.737,0.988,1
170,0.309,0.273,-0.143,0.063,29.947,1.026,1
86,1.6,-0.424,-0.3,-0.297,32.368,1.168,0
177,0.237,0.107,-0.206,0.06,34.684,1.295,1
98,2.174,1.891,-3.066,0.224,37.421,1.267,0
150,0.562,-0.484,-0.102,0.154,38.895,1.196,0
162,0.98,-0.148,0.756,-0.482,38.842,1.054,1
154,0.437,-0.02,-0.335,-0.047,38.632,0.94,0
167,0.922,0.778,0.181,0.07,37.211,1.045,1
78,1.459,0.278,-0.473,0.105,41.053,1.176,0
161,0.77,0.553,0.142,-0.0,44.579,1.156,1
95,2.139,2.072,0.74,0.067,45.368,1.026,0
90,1.682,-0.621,-0.198,0.903,40.105,0.942,0
182,0.561,0.243,0.26,-0.182,43.579,0.827,0
77,1.976,0.883,-1.65,0.345,48.316,0.998,0
69,2.04,2.608,-1.526,0.761,46.0,1.118,0
151,1.128,0.619,-0.336,-0.123,50.263,1.165,0
184,0.107,0.042,0.023,-0.073,49.789,1.023,1
145,1.442,0.637,0.242,-0.815,50.053,1.096,0
160,0.919,0.87,0.187,0.092,50.789,1.004,1
122,1.314,0.755,-0.13,0.197,52.316,1.081,0
179,0.35,-0.266,-0.314,0.045,50.895,1.096,1
152,1.707,0.81,-0.19,-0.143,47.526,1.306,0
128,1.637,-0.013,-0.367,0.268,44.632,1.29,0
125,1.457,0.335,0.719,-0.489,42.053,1.192,0
158,0.917,0.293,0.047,0.299,43.158,1.254,0
125,1.512,-1.126,-1.584,-0.505,44.474,1.207,0
131,1.057,-0.243,0.842,-0.371,44.105,1.19,0
92,1.695,0.799,0.862,-0.171,41.474,1.34,0
166,0.922,0.389,-0.338,0.469,41.0,1.133,0
81,1.48,0.098,-1.427,0.101,42.0,0.989,0
144,1.407,0.918,-0.294,0.479,45.053,0.96,0
160,0.304,0.017,-0.089,0.112,41.053,1.055,1
94,1.731,-0.815,1.303,0.523,39.0,1.002,0
149,0.718,0.062,0.067,0.154,41.474,1.063,1
178,0.18,-0.102,-0.341,0.067,38.684,0.955,1
133,0.877,-0.092,0.414,-0.32,39.316,1.021,0
91,1.392,-1.084,-1.085,0.756,39.474,0.934,0
171,0.672,0.177,0.052,0.009,42.895,0.849,1
183,0.291,-0.038,-0.128,0.075,41.526,0.788,1
162,0.555,0.1,0.684,-0.103,39.632,0.764,1
114,1.838,-1.259,0.209,-0.898,40.737,0.806,0
149,0.806,0.129,0.505,-0.165,41.316,0.82,1
142,1.072,-0.129,-0.148,0.25,41.526,0.74,0
165,0.845,-0.207,0.262,0.21,41.0,0.778,1
162,0.579,0.387,-0.308,0.361,39.421,0.752,1
156,1.222,-0.259,-0.561,0.33,39.421,0.73,0
95,1.864,1.441,0.48,-1.135,40.579,0.808,0
145,1.356,0.147,0.253,0.45,39.316,0.775,0
125,1.578,0.874,-0.434,-0.443,35.895,0.831,0
159,0.671,0.374,-0.227,0.177,34.368,0.915,1
129,0.779,0.966,-0.4,0.259,35.105,0.882,0
156,1.259,0.423,0.212,-0.551,33.053,0.89,0
160,0.962,-0.903,0.661,-0.084,30.368,0.96,1
160,0.52,-0.12,0.111,-0.013,28.842,1.049,1
171,0.222,-0.304,0.025,0.061,27.053,1.053,1
88,1.8,0.898,-1.689,0.197,29.211,1.027,0
156,0.651,-0.626,0.851,0.45,28.579,1.034,1
122,1.216,-0.249,0.314,-0.291,29.737,1.09,0
151,1.204,0.522,-1.334,0.049,30.158,1.121,0
158,0.747,0.082,-0.194,0.217,28.0,1.21,1
109,1.53,-0.363,0.753,0.185,28.737,1.251,0
79,2.159,-0.61,0.503,-0.119,29.947,1.138,0
193,0.362,-0.006,0.273,0.186,34.737,1.098,1
148,0.858,0.607,-0.117,0.523,36.947,0.988,1
91,1.816,-0.629,0.159,-0.926,39.632,1.03,0
140,1.755,-0.235,-3.61,0.209,39.0,1.099,0
115,1.377,0.72,-0.669,-0.175,37.684,1.116,0
133,1.637,0.486,-1.71,-0.303,37.579,1.139,0
91,2.498,-1.675,1.132,-0.89,38.0,1.247,0
151,0.776,-0.536,-0.334,0.019,39.579,1.309,0
86,1.561,0.961,-0.46,-0.067,41.579,1.297,0
159,0.474,0.294,-0.187,0.169,45.211,1.298,1
142,1.777,1.143,1.085,-0.882,46.105,1.323,0
82,2.333,-1.871,-0.775,-0.639,48.684,1.364,0
168,0.745,0.041,0.195,0.173,48.842,1.349,1
180,0.25,0.273,0.092,-0.028,45.895,1.246,1
158,0.732,0.519,-0.115,-0.07,45.263,1.138,0
164,0.668,-0.3,0.155,0.052,44.053,1.23,1
160,1.422,-0.322,0.594,-0.671,43.895,1.327,0
135,1.128,0.172,0.173,0.341,42.632,1.189,0
175,0.281,0.131,-0.056,-0.21,43.158,1.035,1
180,0.244,-0.132,0.168,0.118,37.421,0.962,1
155,1.459,1.51,0.695,0.309,36.368,0.916,0
128,0.953,-0.248,-0.896,0.097,34.789,0.746,0
157,0.766,-0.15,0.407,-0.334,33.737,0.726,0
130,1.514,-1.048,1.349,-0.003,33.842,0.732,0
114,1.312,0.03,0.587,-0.215,33.737,0.78,0
82,1.808,-0.511,0.267,-0.047,33.211,0.761,0
83,2.108,0.647,1.499,-0.552,30.105,0.71,0
92,2.164,1.665,-0.605,0.192,27.158,0.776,0
190,0.319,0.358,0.354,-0.047,28.474,0.828,1
148,0.506,0.205,0.121,0.154,29.789,0.879,1
174,0.313,0.004,-0.084,0.065,28.0,0.846,1
165,1.126,0.28,1.734,-0.049,23.947,0.807,1
179,0.054,-0.003,-0.045,-0.043,24.053,0.78,1
127,1.076,0.348,0.187,-0.005,25.632,0.89,0
159,0.487,-0.071,-0.16,0.148,27.0,0.966,1
136,1.012,0.609,-0.057,0.262,28.0,0.949,0
183,0.142,-0.035,-0.007,0.054,29.158,0.994,1
68,1.755,-1.408,-0.776,-1.029,33.105,1.061,0
131,1.211,-0.178,0.184,-0.32,36.158,1.044,0
188,0.229,-0.0,-0.082,-0.106,37.842,0.918,1
143,1.232,-0.793,-1.359,0.271,38.789,0.88,0
96,1.752,1.979,-0.423,-0.329,39.737,0.869,0
76,1.575,1.192,-1.749,0.32,39.368,0.761,0
171,0.703,-0.705,-0.17,-0.147,43.526,0.781,0
172,0.068,-0.036,-0.008,0.032,41.895,0.765,1
83,1.739,-1.066,-0.024,-0.152,46.526,0.869,0
125,1.374,0.345,-0.97,-0.016,48.263,0.901,0
135,0.778,-0.407,0.309,-0.071,43.632,1.014,0
128,1.31,-0.438,0.134,0.033,41.789,0.977,0
125,1.703,1.717,-0.514,0.398,40.579,1.039,0
159,1.007,0.238,-0.375,-0.05,41.895,1.068,1
140,1.369,-0.557,-0.455,0.026,42.158,1.211,0
143,1.095,1.096,-0.715,-0.504,39.579,1.092,1
103,1.784,-0.383,1.412,-0.041,40.0,1.151,0
131,0.767,-0.133,-0.086,-0.077,40.263,1.276,0
82,2.002,-0.786,-0.484,-0.165,40.368,1.385,0
174,0.266,0.025,-0.098,-0.06,39.158,1.311,1
90,1.837,0.811,-1.75,-0.209,40.263,1.392,0
97,1.749,-0.438,-1.403,0.053,37.632,1.431,0
128,1.454,1.745,1.302,-0.279,36.895,1.589,0
79,1.832,1.544,-0.339,-0.113,37.0,1.435,0
99,1.9,0.289,-0.068,0.491,37.0,1.447,0
176,0.352,0.103,-0.143,-0.038,36.053,1.35,0
140,0.852,0.264,-0.199,0.259,37.895,1.299,0
179,0.523,-0.01,-0.28,0.081,35.263,1.133,0
102,2.109,-1.965,0.888,-0.008,37.105,1.2,0
149,1.108,0.469,0.573,0.143,39.053,1.102,0
166,0.325,-0.456,-0.261,0.168,39.579,1.1,1
73,1.686,-0.959,-0.236,0.142,44.316,1.059,0
157,0.761,-0.327,-0.1,0.416,46.947,1.027,1
121,1.742,-0.469,-1.441,-0.076,47.842,0.972,0
154,0.706,-0.447,-0.249,0.032,49.421,1.079,0
156,0.968,0.044,-0.152,-0.078,47.421,1.015,0
114,1.31,-1.031,1.732,-0.282,48.158,0.935,0
142,1.137,0.683,0.507,-0.105,47.053,0.855,0
156,0.676,-0.256,0.04,-0.32,42.947,0.795,1
162,0.204,-0.11,0.218,-0.021,38.842,0.693,1
168,0.168,-0.006,-0.086,0.005,38.789,0.699,1
85,2.03,0.123,2.466,0.06,41.526,0.774,0
74,1.896,-2.439,0.785,-0.665,39.526,0.895,0
108,1.761,1.083,-0.202,0.22,40.263,0.828,0
136,1.345,0.5,0.337,0.103,37.684,0.852,0
161,0.923,-0.631,-0.098,0.11,37.105,0.918,1
160,0.85,0.66,-0.253,-0.152,35.105,0.878,0
100,1.969,-0.52,-0.294,-0.739,34.211,0.943,0
123,1.047,-0.779,-0.169,0.209,32.947,0.919,0
148,0.931,0.011,-0.018,-0.601,33.368,0.909,1
77,1.922,-0.541,0.262,0.72,32.211,1.006,0
137,1.487,0.952,-0.127,0.556,30.947,1.041,0
152,0.786,-0.257,0.94,0.093,29.842,1.04,0
159,0.879,0.563,-0.17,0.106,28.474,1.127,0
171,0.562,0.234,-0.213,-0.047,29.0,1.284,1
93,1.502,0.149,-0.837,0.384,30.895,1.394,0
161,0.554,0.487,-0.289,-0.081,33.0,1.192,1
158,0.473,0.4,-0.176,0.025,32.421,1.01,0
90,1.151,1.27,-0.008,0.1,35.684,0.994,0
167,0.622,0.456,0.499,-0.121,39.421,0.937,1
176,0.328,-0.092,-0.317,0.118,35.526,0.87,1
170,0.89,0.566,-0.14,-0.485,35.263,0.917,1
182,0.269,0.437,-0.111,-0.02,34.105,0.758,1
95,1.576,0.65,0.657,-1.258,37.211,0.82,0
177,0.097,0.048,0.01,0.001,40.211,0.761,1
178,0.224,0.144,-0.161,-0.0,40.211,0.627,1
145,1.228,-0.456,0.556,0.263,38.789,0.607,0
149,0.961,0.043,-0.358,0.21,37.789,0.629,0
128,1.399,1.503,0.954,0.055,37.579,0.65,0
130,1.604,-0.169,-1.237,-1.7,33.947,0.694,0
176,0.346,0.033,-0.32,0.008,33.211,0.589,1
100,1.061,0.008,-0.255,0.433,36.421,0.664,0
174,0.222,0.261,0.068,-0.028,39.947,0.705,1
143,1.23,-0.773,0.766,-0.025,40.947,0.736,0
73,1.828,0.633,-0.897,-0.551,40.526,0.847,0
170,0.436,-0.245,-0.0,0.021,42.053,0.887,1
